id_pagamento_cliente,codigo_barras,linha_digitavel,data_vencimento,url_boleto,ativo
885,7041621719488706728669983649885,55100.18042 97410.202026 87193.017013 0 91079142059046,2025-05-02 04:43:21,wuyQHl1mwlikjw9PeV640QpI/hblIfjvtIvCKaCdBAOja8hwV7OKXVeAvX9EAMH4s/cx,1
886,2585988903107532961109924745942,84984.72249 74140.849637 44170.448645 3 99474250752045,2025-05-03 05:58:39,ZMTi+gJwolkBxmqHuKfGOWPmpqWOctrNXJHw802nAm0TONqzRRTTCMF1pVgzwGEZb33wpw==,1
887,8996616582707293837021799433669,42784.65143 19943.737829 11703.773959 9 31462627176803,2025-05-02 09:08:27,wsY1mOva+KlcpBsyRTxKpLjZOMaMq/iQS7qqO0nOU2g1wCti37PTtoSfvwzK6AArEg==,0
888,3150043567201055462204122362303,59111.12592 05558.880481 39593.100222 9 67335853919820,2025-05-02 07:13:05,yaCRF9+YQskdp/qr5qWYobyJbm7V9d2dY80wMEF4sAuHSK56AF0o3Rg8V1r2JraPrEZ79zRlfuU=,0
889,6123115294283115233548433515667,03059.39516 96339.294651 35565.187068 1 70301526886620,2025-05-03 06:49:38,epZ/y8OSx7hRCg2jM2L+N26T9VPWo4VdFbd5/tYEvrm1SVowJWF6uH4j78ym4Sfxd7DpSq4TIg==,1
890,3324527447598632967894452425079,24415.12489 60388.470607 17989.785079 2 91956870052396,2025-05-02 21:15:05,ydg9lGodEMtiBPo9uIN5pYMiKSZJtbN0igYz9B61/IuhmjjqHGm0sAU7cDlerh25VSU+PBo0,0
891,4013867723100878310239566939306,93778.18655 47553.552377 04687.933532 8 68157781734889,2025-05-02 14:36:35,UC3A9kaFSKNxa5bGP9vOWVrgsCiiNvZbGIYfYykqDQwgSYVts0ZQXbaoAVVLBMV/vQ8=,0
892,9749070523746092985019544293104,20695.74816 94055.209822 87202.588446 3 25167237949627,2025-05-02 04:22:39,GiJK2C4Wfkrf5BMmqILM/rmQgJHfHpN74fyDtQCIVPMy9nA1jump1uNBmWi4/NAmbgq1pgaVbg==,0
893,8191877101832376633568240115253,05492.58912 18886.336031 40449.267581 3 91606610721962,2025-05-02 15:34:44,sOm8HSIuVUXmMev1bE9PEiZAjT2zzTyhQbOAfv+H7kK6DoWDW5KsiGOcBFJBOqrWOmoZnsxWww==,1
894,9758969906371913518270967794043,79565.97190 53576.597950 43272.366147 3 58878176675679,2025-05-03 19:31:50,KlEjwDNyQ/I40eeVCj6IF5Qr3Z6m16C3Y+SrLyIQS1ltNSRt/vmzKVmt23T1mWO/oApQcgr9UA==,0
895,3283526289366786138323166086922,71411.18415 58151.842503 44245.764546 6 35720482771938,2025-05-02 03:52:11,dQ8Xalbr/9jkuS64R9BVXl+ZGGJgqotAmcbQdxH0Zh52nu2AEUNmv5aKBP3B7zYGS0q1tax6,0
896,1881576399742564028903430973220,31011.99758 61315.554148 68092.844220 9 57339624594023,2025-05-03 18:23:23,Km9erMF6nCzVQtoHSKok2Nxr2PxTxaVpVCUMFj1sYC5qhwSsJYKYeez92tnXMe5uTfeiAg==,0
897,6885718213291728593972845921240,70946.42978 17117.481489 29487.716672 6 31360236225880,2025-05-03 01:16:53,XaFG0woVWarDN1qdTrsoTAfwnx32/Qc9eTVsUnvMysvlpslbsMfYAY80Krhl6Q==,0
898,8129368819426118795776788502469,36933.60346 56833.455791 42005.020537 6 60779331014534,2025-05-02 12:32:32,Zx5miPvs//WLWJSn8yyQprGW3kEX8c6OfjJZrRoIRj866nOBXZz1XUPKdDYyW64fRc4X,1
899,2119134833023639434652999532377,95713.47645 88105.357795 10444.875609 4 95291193002471,2025-05-02 10:01:00,LqXrh+VrKGrZcWhOoX5etTKZ16BlIyXXETGcicw6tkDgluTznbISTdJnaCKD+ECR3FE=,1
900,1593874302137352425049209963326,38818.72341 87801.518088 44911.880457 2 84083612521748,2025-05-02 22:52:29,oDwzTwbMlddDyIOU6c6leWXKMPuk6o6lrd8fMiiZpFTnQWBkSatvMYtTHRacdEUrWGoj+KA=,0
901,8086799322098415229746930408735,71238.84904 62265.141692 47440.298714 0 38093871830575,2025-05-03 01:15:29,02ATl1vrww9/9LCHjGr7WXIzoa9wsiPZoUgB7YShZWb/79W5EOJksmaajO0XCh8mkbpn+fBd7w==,1
902,8282903347651061600356897301667,07382.38513 32282.239636 10356.419628 3 16554490288611,2025-05-03 04:05:22,HAb/5cS4XBy2AC123wukCLtv3Qj/v+84/GEIb0r+CvB7Bg4QmSd/JJKGrdd5Xz0FNea0,0
903,1101387172365433043441105326710,17248.42918 13783.192434 35872.575266 9 97617028491751,2025-05-02 14:25:32,23vMdmLWnKCRVPkh2Lb1JnjN/GY/Jm8BLGAotDAxSfJWvqkS4qO4bJuAJzrkqCLD3C6og9zR,1
904,2949658109225231855659683858946,19358.69130 10445.588565 40641.312495 6 28991371430818,2025-05-03 00:27:58,/uggde0KDa8M35pHReQ4AQY6VUgZPeeUCoGTQD77fhGT1KmlL05xn5whiCGbtHjpWW4W1Q==,0
905,7784896669703390061750158209612,18298.72493 22224.874596 10895.747816 2 68729597397783,2025-05-03 19:49:12,K0V9mbOoBeh0e1e6JfuxKe53GMXkbDPo/mneggk8ojNtfz3TaXTVllFSHbb1C6nAgbtkUO4=,0
906,3252514602975264312672204198144,09432.30578 32196.078931 56012.321027 2 32136118575708,2025-05-03 00:16:10,KivMarU00eKR2atCjlT5O9uhfBr7A/syNcecntaANrsdbBYYIIOPGwDpuZKhQzSzkwo=,0
907,3454849720231590743177889483679,60391.77603 50159.049244 51199.418540 4 16956202321636,2025-05-02 18:46:57,f9qY1rARwn0COrCCZyahIQab370IQd47Ggu4r3LUDBIauZfHgrNtGjvEFA5Nk0Sqvtu+,1
908,4302764374649922463103870476052,69030.83291 81784.682493 08856.740091 0 07039438152913,2025-05-02 09:29:28,bloSi+euykjptY0+MkGBirWaZlKn8REsv7N752Dt1JKaBgt+CZ7PMpQN4LXWS83mtFp4zFE=,1
909,3717214261064736405108535281041,08791.01898 58929.432157 24328.698868 0 05501541762650,2025-05-02 19:16:38,uzMxkH0Ftny7su/pZVkUhQXJb7QqV7XcKXJDVFjqD1XKlkJcT9G5gl5o0twMjpahW4uQyMFWiLEx,1
910,3688623293372898427547083319509,24842.89198 23660.198261 14267.294587 9 43520884426142,2025-05-02 14:44:32,WDHIDC5OKE7ZqVR7DVEkWe12IiOcAhuto/v0B5fa7YfK9r6x43ozp4N7F6SJ5mFMH2IZA6EY/w==,1
911,4260025071433831787965425754808,30236.62975 27644.044208 93672.960559 1 58000398869398,2025-05-03 06:16:27,a9CyAU/+yhcJ15GS4yJ02/LtoL5+b717RiuYY4FhPL/StJTTNSn4G5J48aGIUykNiEoS,0
912,1486300130074716519036387145720,67232.96366 43183.460891 89401.544420 2 36007646371906,2025-05-03 04:24:17,qwGJ8QFmM0a5axq3QxgU/DtIu49gQiueafLg/ysUeY/4ve66krH1hB4OcxbKRgsk9PUaI15Bv2U=,1
913,8006077749007968329511483055092,72184.86336 25606.224001 51324.458996 7 30345671988881,2025-05-02 10:45:18,ueOMn/E5/J7w7uR1zkbMgBf+eOuqMZI6BtNDhBPmlE/3cATvB7/sus8e5s+Ar9ARSHkl,0
914,3582651380791033137330455906931,74007.08705 33708.461439 05522.826435 9 90729196408680,2025-05-02 12:57:44,+Os9apOe7JflrBXZQv+KtuwlOVt+NPzaW3lcAECp+ic0BzIgV/qCcowIFlRxYBZ8D5Q+8Vg=,1
915,0476561166076152552326053342622,32387.06089 81353.171084 45928.478983 9 72527536568258,2025-05-02 07:39:14,6mvTZAG5CLjQyPh7EyaW4HBhVeD4g31q7l1N7G+ZAGB1DaLOWbkAxj+65Vw3gTTSLRY=,1
916,8284924813698431955829419984693,42204.72567 98310.807889 64400.437332 8 60150908621012,2025-05-03 08:29:12,JXx//gAy/YuRP96Nz01cQnERszcVjhvET5nsh6jJuqTof+z/TljblTmxVUnfE3UOH/2MeGtd7rUS,1
917,5367810413255036625408666531735,69290.22277 53603.848101 53825.205530 1 76914968459443,2025-05-01 20:06:34,jukZ53EfW2CnB1CYFYpe63mvqJtFeyVXXxVj6N1DJrUyTkanrl1ocEhdLaITukuGigQkH/6pcA==,0
918,7606951383503000252933978943004,43690.90955 60677.578572 33851.049934 8 64399837471988,2025-05-02 18:50:21,0yPAMr5RCGt+Bofo6wV5MLNXv+E2mwmb/kbti3p2Ho40ghms3rBAOr6Uur3WB5VFdNQY5A==,1
919,3125286313587178728400381195792,24531.02919 73065.810694 76050.359532 0 44728183547516,2025-05-02 15:49:08,kTA4NC3mq557sY+hkT1UaKHjb6h3GOa+8+mdM2RgqmBGWLu6Qn+khwvFNa860d43cLA=,1
920,7745067103195299050038323613777,61795.69440 95261.039217 40048.500125 2 96985687055910,2025-05-03 12:32:07,H6Ogk+h8hblcrKE0x5vuyfshbfaHch3/HhLBCufG4DPGRADbTrmqpZ8fgQQsY4NEn+Z4Cz0zu5k=,1
921,6466726711863236370420997915449,33803.33783 98871.779731 75839.378106 4 49932489779913,2025-05-03 19:56:46,xYCHiczqsT/9ss0zVWpvOSx/GDNKrxLn0qcKr/xGxo11Y2xTNjcQFgAge79YTgBtI5aWL7rKIw==,1
922,7107568230439192211480284042013,28503.25309 39667.897924 63702.303611 6 30970277215402,2025-05-03 12:53:34,VXRBU1ZYdoNVW/6qCPNiWY9Brh77c4MMR/emPHYmfWID3nqHvUG25luzSAoY6Ppz4fX0q6O8G0k=,1
923,2343833798838832638146527692612,71189.96704 28097.006024 52187.195939 9 63838417669576,2025-05-02 00:17:51,Icpj2VDcsQyq2CkImb7sRUFyW63xjQfrnTx2lIVUF/zhKaHH7QrXHFuCQGZE6vconPM=,1
924,8841857300728893935430150361496,94546.03114 43431.999104 79887.347711 3 80603686298810,2025-05-02 03:59:55,a0Kzi1JTujikIDu3T0Z01w95iGWVTbmH0xfurVnDwOmnlCUJDIJYGPX+m9V8PwAIyrLu,0
925,7214846261614257975171390157382,74111.21408 81634.359201 47093.910057 3 75265709035916,2025-05-03 08:43:19,qz+mdgKBFeW+tBE+I7q1j4cklUeJpaX9hzACFn6gLYaJHugDVnJyhaHvnyCKmhE=,1
926,1566284959635351725448056190979,46782.43241 22688.337491 49118.279015 4 24465461411342,2025-05-02 11:00:40,h1gu752bgVDN5v387/48Jj/7jhXXxqqMF9Z8C3iReWCoKrUc9D05M5TIMMVzqiyLawgDomk=,1
927,5135105681683184960192584728217,29124.81044 88883.637132 70720.235573 6 97905803763900,2025-05-03 03:59:56,qCdv0EWmB+UE+zPWobfXFFNXEElYUPuSiJqjLBGx2zxksOQJJZeQ66e5dPdW5tuDJGFYDrv2PQ==,1
928,5597895864228184972845910506814,72458.91819 36150.419967 81231.895400 6 28693995111232,2025-05-01 22:55:45,Wx5nBkuwF4ZKurSEDXsQ8HkfRTptbybf+xLmbY2YQjzihGv0cNCXUG5XSYAqTjb20Ro=,0
929,3052585659000704116338931136105,85117.01180 59881.363138 72356.794399 9 14679570063290,2025-05-02 15:49:52,Am/LofvgPFlBhC3tXkWd8vHBjNzVebVjcIQhv6suGIkoV5RpOsKlyIUu8cB942QUBcAj,1
930,3696279483676742115951757110113,94104.57427 42096.793225 95293.207633 1 81994911807826,2025-05-03 18:25:36,YkSdGHM5wgjmfwT4JZ9Hz6/8/76Z+W+FgIbaTZ0wrLfkdZrxlzYJKrh6uti5EEEw2Ub6F8RAp8r8Wg==,0
931,7608645141893396643028047605480,04327.40662 14539.293655 68581.486619 2 63354754145468,2025-05-02 18:06:31,PWDqRgwsR+4TLXlyIEDDqZZ+jMPGODeC0qLvL40VwTg+9He3TS4zrW3F/p2yE5nlVksJ,0
932,2872176289678117997008910985885,60367.71555 93353.790744 06863.454762 0 58874540313685,2025-05-02 20:00:03,l+q/RmUopL8PInS9fKcJeD0B69lALR8g895sY1c4zFSI6fFsIM8RZ19TTU/dLpxwlxQ=,0
933,1771215002897623131262217008011,97961.07208 71184.703290 16641.947706 7 79552317528038,2025-05-03 02:55:14,fwBwDybOcrWp3+/1qLhb0QR2MvFKPB9NcNOCthLsTV52KTbhVRledYGcgmmLPyefRdk9G+j2qw==,1
934,6783124136525269674474607028260,10602.96329 10788.283935 97184.398525 5 39622052622836,2025-05-03 12:40:36,OUQaxKwDdJhibqNfr/xe/4gcaqSga36bjdFOfVPicmFYECQB0m5wwzuGZ9NsqhTQMFDkzSRiCQ==,1
935,2105071777481798802482854408517,19386.45124 74138.173091 02543.233659 9 72816480562519,2025-05-02 18:48:33,HN6BU+2fkPiFvvcdhTkhHFh0xD4M6oWtVECsc7cmKd6qA5SQH8ZVx45V3OUiedOagg==,1
936,4258472908946671567730500161285,11654.95292 18298.773491 34712.356911 3 16524607766582,2025-05-03 03:57:11,uP0If9o/RdeVjNN2W9yBk4tTxxf8Mfh2TwcnqxIsmFfWhWY1kIKhSU+0M3sMJ2O8/4BN4kXIrpE=,0
937,8003753703690307353860485257584,37819.12206 63384.115159 13274.198734 1 80636271233335,2025-05-02 01:32:49,KuXks4mJHH5d105gmvnpkW61qCEtcL9Lt1hVQ1ZqfDlhM51DZPxVbWzlPxLFU77AMzkALg==,1
938,4980227076752761566101754730943,44787.99054 52991.783515 40838.935910 8 40537487060192,2025-05-03 02:36:00,zhj26e5ifjup/RnDqBwKhZcOQ2XRxcosg3M+N+SJVUQ3Bbd/0LzoqbAxCdtXSKfCJa8kik8=,0
939,2306364000928741606260172262576,02986.71693 91729.654821 92804.072082 6 06647956852858,2025-05-02 06:47:06,qNCwCTpQh2kZ6059LXmUABOr4ZAuA2d78UdF4I/2KHSGJoQh/h57L8n4986tYET9JLA=,0
940,3032763328419983751426408552282,66557.54383 10241.807627 76948.366542 5 89700693078016,2025-05-03 13:11:48,TX0vFjLXmdsNeGDCU4Br5G3rMyq8Wz8sBIydAWf4F7MBuDVg1rxrnnuyopXB7xHFZFQVZlsr,1
941,6825009172530741004325865976060,07427.52567 34978.129103 11558.425862 1 01543738696656,2025-05-02 15:22:28,5AKJxIdT5uc7JBfZ+2oyh1KLgOKJSVkBTc+cpdWVU7h71LV6N/Gs5yh5Z3mQvSz7pDZY89hFxONaPIaL,1
942,1051552654499419692933224833796,42039.22428 96762.576972 68072.220098 2 39473044927400,2025-05-02 04:08:10,XRHLQS6fQvuHZE9bvARH4wTD0a8rDjTFqVGeIooTt14TR+rqNlwZCw7UIf2SAtfD03l4QWLnOw==,0
943,2707312902528658786995411691274,02662.83879 02399.997183 08546.420985 4 59446871853870,2025-05-02 01:49:39,V4uE6EqO4V8ZHfoX/NSkE2UF30fThAlmEWEVSLYu4rfNyQBKX8adQYJplGxXHAcm,1
944,4448589067421164617027223968599,75556.52367 92103.942177 41701.358580 6 39245333008915,2025-05-02 01:31:25,v1h9CMsG/1ou/xbJ34TLNqAEjYCGygFPnXsrutxnjKzOVs63iC65vMQJutTUzyuEFW8=,1
945,6378323224161520159410322403047,70820.88518 23604.498389 00876.499298 2 81925444045863,2025-05-03 09:49:24,CEhZ+niYTOhJHMWzbhWkhv7cYWRTh6+xpOlZYS1JulQ0KgpQjY/lX028/31hqg==,0
946,2180310000547563535071945358387,25049.19034 35329.434667 28098.217391 8 58681901390487,2025-05-02 05:55:11,TdMRDJI91aFEUc1sxRGwfCNfDNWp08dnzRUZ7A0uzi0OWHL/a3i+TzH0pzlDwuA29iNF,1
947,7711385526634234646829100084469,61699.79226 34936.729708 92704.204739 0 70994324302129,2025-05-02 06:32:33,wEFpoznMTJbYWQGjiMXwrOH/Fiu2gXQv0ZiuEPWNLTPoikPz9vJH69yME+N0HwBbKQ==,0
948,8897251310407348157324525655235,29438.03194 74182.856164 51194.131070 1 41903339481050,2025-05-02 18:01:11,gd4DrV3zqaqD8TvF5YGvfjOsqqA3U1A+wJ6WKWYVSAIol1U18XCjO8/1YnV8d345wUR/ztZu+g==,0
949,1789529382324001920774202932125,75686.39773 99044.059449 86231.846761 5 22594133926930,2025-05-01 20:48:29,EA6OJsnoJErM73mHLzor9Vo8OiTPyc28kVYaQ8pY76JX8dDAKswnGm5EbYCQ7wIpC5FsZXB1jDrk,1
950,1861933543481030127018953072518,32136.85648 21400.921020 60019.686833 1 70653727289865,2025-05-01 20:31:19,rp47+ngEradjP1oHIwA2qUwxM7Z5LZq6VjwgOuRvttAKmVEer1IOj7ai7r6gza103b1OVERK/zg=,0
951,8393451934676073569480873199042,96265.61319 24175.773975 60357.703459 4 90199541858129,2025-05-02 21:12:56,4N2CQxmbQmrcIcV8zGZ/KpqedIsAqKVi78GqbF7O3mkKYvtv6yw4lJjl/XElrBg0suws,0
952,3096547553681505625676611216900,36257.94400 45966.180800 80425.923133 6 57019186793694,2025-05-03 17:33:49,cNLuubpivCcgaBPfOegRnkFKwwchBmbt+Y14a6tDQW1evNVx6TKhF9toAmqaSsExhUM=,1
953,4971811387486259248037005082090,92966.91986 95937.646090 88747.462083 7 85513015092463,2025-05-02 10:05:11,viUEv+ya4T858HIQlJSkvyH4Pbc5/6X7NWhuwJyIeXLBlDaPvwwagl+rv/UZdyYbjy7RSSXR,0
954,7235518340646946078190736061906,28961.15472 74311.445589 76953.275073 1 55164579860555,2025-05-03 14:19:53,5UddaN4r+HJ0lsufsIzPXkVG6sS83F7w13blB+Q4mHawg/5ggndChRFMxcKgopxl8/GuOA==,0
955,6270645476044157831703058090030,08764.44108 75763.718568 06109.757020 4 98950540876287,2025-05-03 10:56:19,8I6/eNwgO8ZSn3ilcPrKgSEguHcOMAmSMkoko/P1XCqcOUSuQXdrg1T9KDPkWLQA6PES1IkC,1
956,8695274725842555191366562431946,04089.91868 16080.933860 91112.045531 9 76156601396606,2025-05-02 13:47:12,d+NjkX8RD8cM9VkV1eSGVYfjDGAunqmBJGR+OC1eapDtv9Act+eYl54r/NBrmCgQ/U1ojfE=,0
957,9271377923102264031186679966228,94194.69115 67439.193654 50563.773190 1 43804819889930,2025-05-02 01:55:28,0ul1DmJwcHfiNuQ+IGa+u1lQxp4w4pqEOBdU/Cp9/l5OyxGnTa1Rak2z3q/OcEkuaj/VyVSdfCcv,0
958,0369069193135319193659121993397,00942.50165 08728.114378 37565.573899 5 36301932792043,2025-05-02 17:53:57,h0rSRNxLWk3Wk9CqLW34udArUoGhNGPHpdmE2hhK/MeRrs/Kn+LOF1avxi983zAb,0
959,1625510687386124477528845529888,06304.00544 41090.764789 43909.855368 1 33219262922311,2025-05-03 01:05:20,yv6PlRW6vJmUS7ONcdHki9hqacJSTyWQHqi14ts1tkQsPEATbLy8MO+dFFZWAeFTBRH92g==,1
960,4087428693041553853925831582184,78953.99142 32371.591718 51702.153323 4 67639487697640,2025-05-03 03:01:42,WdpZoZIAHu0Xn/eZvZboKhaiDdVft7FSdyn21BYgJJ9iRv0a+tXkHH+5wr2QnrVTt4hTKuNTjbI=,1
961,7318972357484562719420936795455,73041.47877 86590.177437 30545.813475 1 33362868148060,2025-05-03 06:55:24,iXXpwSMxF/f5Z8LgFHIC42M1KgaYqfRzivvairAHUz0sXTBnZuNLBDwh4K+4TGj2VqjGhg==,1
962,1728581854844093702445916261729,31010.40085 58777.035997 04544.630744 1 17067511544108,2025-05-03 15:44:01,XJeh4FRuwmcvfPkl8Ktvz4C2ZwExbuoB+oh+N8z+seKocNjGUnxYR/7BiczExLOUeOHbWxnO,1
963,7765219693094885340821833391201,16799.68402 74934.173996 52284.607001 9 30763549517019,2025-05-03 15:37:06,x0vQTnemtxjs+dibiV+2rvrz+zHYLrJuRw6aoQ1j2uE+qElJAaopbmiWr6+0quz7lrft8MYT9qU=,1
964,5615586945058159187242453932195,97218.86593 08628.954088 50559.636813 1 72853771502073,2025-05-03 00:51:02,hxCO34Ku8wBIa9c0QAkoLrGXB3saufW33CV/VeCD9xF73CnMh4qm2vprKAp9RElDtfReyyw=,1
965,7857447955513312945243347237913,97032.60889 21933.074882 93901.584640 7 96646637591741,2025-05-02 22:59:17,It9HNixgTxqFKEnzK6n+JWzAP1aL1maCFiDyEt+6ETLEQW904/bqmKDMFtN2g6o5HAp41sLlGg==,1
966,9415398535179076518284646351943,92328.65656 71200.888475 05557.395214 2 77528909095726,2025-05-03 12:42:28,IVWR4qmYQlbD+IkXxf7AZl8MtDnrJlA2KqRA3AgIw/GmZsVH7mcck8uD04RVNzwi7PZDSG44,0
967,8123398110691838135019247855397,04105.08724 89899.130307 75886.824176 4 65578275588385,2025-05-02 14:17:08,TX+N25VXNwRlLBKFtUF8m/eJzxyRQ4+6Uy6xPGQqiKEaBqh278IlVM8LkW0p0H28azwR/Q==,0
968,9076658701341042234541377958231,87156.78524 58908.107674 93357.694712 9 50191410029510,2025-05-03 05:50:49,mky14wHpy8V8Iawnz2CDnc9EuwMVX0B9l/MDiCsR/cXDBMF4/3epXzwS4FcSwl0LJNw=,1
969,3754188869910461726620153117767,23047.79399 52771.040349 63775.207279 2 17181414107507,2025-05-03 04:39:24,jZJNAFEdRJX9kVUcicYKpd9iHI3ORQOWVy9Ulo0ycxb2EDhuodDRUHAQk8JoWS2QNYC/6Tjf,0
970,7436621069081710252090281689075,14013.03861 35637.119529 95683.603581 1 49342441264248,2025-05-03 12:42:19,83mQ7en8eZUmOrc91avSUERKA/rPhQk3uLtlJ7n5hjt2/gfMHg9l7/lHNWs5p3s6lx/xGQs=,1
971,9267229153663117965394982472907,52289.37800 05401.638728 20248.320768 3 67759984033063,2025-05-03 17:27:44,AzhAyiAhK4GzbFuNRiFhzIJPBaNFg8SseA+Pf5EmcHyL5yBYOIgeYS8f+Mwmu2ouMHLXc7529Q==,1
972,0387510338952439084853537989668,73724.45104 04444.768063 75688.933679 0 65125232996315,2025-05-02 14:27:18,AyxNgcFIdfaTi+y1luVxlavXfOQr78nS95cNG8xvsdoLfO42esv1T0jfxbLquZwn56hzbtBd,1
973,4369784203210509314210804317514,63915.80492 58934.331430 20945.952390 6 00931154546275,2025-05-02 21:19:17,jT2IqCzLZso89AeAn1f0Iah8cBwgXWoqwZn1hq15WsO8KQwbQrGYtkkCA1aE3Gg/KXeZUVu9Dw==,1
974,2829186215723374479801654780871,36498.38358 22843.065235 71331.215996 2 29434416437135,2025-05-02 19:02:05,JYFkD0DHDQoXqTvsH2p1FB3BPVTiw/3gND0eiBAbgftF4ze0xXqdGPEiBgeiuJD9ye8fDGIcYlVa,0
975,8364968442944940939035701654004,50209.20376 51590.998688 32560.806581 3 59016086683142,2025-05-03 02:50:10,Lfp1IqxqR/qsjq4peMG8oSuXUnnE/ons4AEyaCwMx3kcITskBro89m5U9E36cE/Mo9lcw3x0MQ==,0
976,3594163864383196777493531883607,14852.75700 36806.218366 58849.473017 8 88058533299471,2025-05-02 22:02:27,zIZT5C+7JoILjPmtPPcFovHlStk6FTC9Vc9DEEqabz18nCRhviakdszWEPpLDiJFJT/eiSS6tA==,0
977,1489847814018822082047777040830,26922.33314 34330.647488 25750.202912 8 02281362497888,2025-05-02 13:23:02,UNmTfyeFIe3rhnN0B7mhqo/qdH1XUSlG0ZW/+rhkyGgkPPNliXe4gQnRf5xOQQ9cog==,1
978,3041811430128868687162711340667,14234.44337 78349.495546 80287.925534 3 25346853004831,2025-05-03 13:20:42,vDe8h87IFPiv4Yv04ajUM8madO5HYFzPpuNqIkpO0u4ncZujOuJEXsaemHCIgKzAvVxi,0
979,2346954693501247802750759864179,65573.72580 25914.496043 56707.281255 6 95068358962608,2025-05-03 16:33:55,TZWmAIBdKz0x3rJ4rXDe28hFRAjCTD4dJyzoeCAkpAygOLG1BchAWVNctTW1Xukwa751bnA=,0
980,9234182682972551863442117920447,14495.89243 94643.926993 75019.413908 5 57248874433490,2025-05-02 19:42:19,iUQ+zZLcVB1DO26HIgIUQDzseVCYmI9A1uGMfe+e5kUdXWxtEjOVPgjlagBauh1MzhtW,1
981,2294927688023997610485392525019,72401.87160 38473.775594 83394.871120 6 88176959246731,2025-05-03 15:47:15,oQtL4kOCnm1DmNNtcEJEZh0rwDeLYeHHdiFPvQrY4wgPWzclZZsccW3OQLcVgRMoMFA5,0
982,1712873923647801745350379592131,60632.38535 42109.405708 06038.990394 0 23469638970346,2025-05-03 13:12:35,bAbIau+DQeYYnXkiJn6vCTGMTJZZxluXksoA9ByegzO9iQQ2u8fTOzjr+NafFk7jbB7RtbjJ,1
983,8715942683747679163498167668709,04482.92014 31610.243120 89326.064687 1 37553076077183,2025-05-03 19:11:24,L56bfqNnGiUp5eY9VDlo1vR8tUflWdPEXxgkjwYSRSI3Z8CP39t8XUa1rnGsBhfdRszAuXA=,0
984,0264954016045467395633852323689,82317.75209 69420.488909 55223.224272 7 04832604520659,2025-05-03 06:43:32,q2A7MXudg87I0ra3jhoYZz23qsp6wDyf6Ly1GCQ9rB44fT4wLgaTE0Z5IFr03DHvkCWt0IBuRA==,1
985,8531329008419151193168890130362,77151.56461 19445.019954 74783.547086 1 74266179947496,2025-05-03 09:59:57,mxlxxccIUybCF8ZZnP13qat5YsueAsyfxTA6fSzGasyd3cMz71VL3lynMtS6VEY5Rg==,1
986,6484937863251084641399245722320,11758.86320 58143.415042 22242.300717 1 02623314482309,2025-05-02 23:49:39,BIqFZsBDM3qj3OQPi+0wdfPX7FrB3qFV3a428SpZVff9y0GTkKNytmmWKEWW7eHpoT4EqfZtRig=,0
987,6239032103233107918774181888883,46630.32342 48278.022065 53608.518713 7 84879032170441,2025-05-03 16:30:39,sOsVSHqPGLgPePj8KRpe3ZNFqfVQlT9gKj7QNto2lNC9LgyQBgIZOsQ5rz+/RNAyHZVhZmw=,0
988,3071363232053508372046110327691,87478.14116 54146.635123 24130.511885 4 37567928555908,2025-05-02 17:22:49,UaxcVMjQhy5Jq7PXYQqnB5uN4wxKRnWriZH7CsASWD/vkes1nD9sjf50M1MQtOIQI3fTNiWT,1
989,8109903184184677279561535969582,58750.09691 14006.972786 24470.205669 5 14811177347400,2025-05-03 02:42:58,IhnaZssv9GuEL9MeASmEHM1s7EbAxJCI5kp5q5UN3hwvhbIUkdrm9pI8W8wLhhUD+kNTMA==,1
990,4328388757568786043369596505508,07727.61691 35672.837395 27278.468103 2 98008953942356,2025-05-02 01:54:56,QKsMFn5A8P9Zpp5iOjHDXrrGpexY3nkRj6c7wZMSGgQ9qDfD6DDt6LDpOfhXNKFjc+il7g==,0
991,6821894934398934747331976711789,17406.57419 66003.554496 40667.320217 3 81160486274787,2025-05-03 13:50:54,Zjw+cHZKEqTEmjlYYObuMKN71vt5PsBeWK4DVcjsWK3hxz7MOtBQ0n3w5KgoubGzoTiF/NU=,1
992,4282593016945599517529857223938,50726.77934 53210.775543 53999.742086 0 52216206803190,2025-05-02 14:43:43,kxFjIFT19TJ29fVDPET/6TYvV/VZCxetQntEuv8SLoR3gqV8Fa1lslOHERn9q6kvI6qyKygBHQ==,0
993,2195168440060416047767369735874,08859.37382 22879.267893 35983.007392 1 72247354401747,2025-05-02 01:21:10,sRM8GT23FHQwzrZyoBqvh0wNZbCmoKOWKUVDWf6KVGB/8yWcg0zSVo4L0Enixg==,1
994,1997060417179061773283998027440,07989.43643 44021.391421 49139.802155 6 86728764839198,2025-05-03 15:44:46,y/hXRWe+CK/ZxIAqsbFOHVrVumj1xhcp51nmEUloceqj+yLs3HQhwNpIv17Rlvju4iJBHiY=,0
995,8687401659462449256199659661952,75913.87104 69001.159126 42693.434887 8 38965497745583,2025-05-03 19:29:26,u31b7isQo/c89jZ4/vUXuk6kqgLOVaor4wOoZJfFOuXnF6pc/kWbhmENHUXDrK23OVQQWdrQPJU=,1
996,0292273993159662794310912613970,35617.15822 30062.863799 25777.514750 6 26930083864141,2025-05-02 06:31:31,7lSjvh3NPRWzhwzyHa5Yq4U3JuiJ6347M1xUCnceZe6PU3pSULHB5b1x5pW+jRqrN6WRNmk+nQ==,0
