id_pagamento_cliente,nome_titular,instituicao,ultimos_digitos,validade_mes,validade_ano,cvv,token_gateway,ativo
790,tjbEAZu0GYtchEJjuK6irOUDSLqUH2op0E9v/Yha/3UlOyv3/9lCK0C0T6xM5M7XVF0=,Itaú Unibanco,bDn88RuTKgrc87/gPWSm6WN+GE5qjcgitV78l0c426zvuvw/,rWTtj3du3ksYjsegsmvJ4kALpx5gyFEi9bgib2yQpkimAA==,0Y+7tW1h9oNcJmJUDY4HoSpR/NMHPcrgyfHHcp1e5cuvAg==,754,YM7VcgKlsT7A+kNKGOlKtH/r318iReLUkTgNVTuuaFHGqwpxkHO5DBGfeucMjBBxLIXEzXyYGVWKD8629cHVE1gkSWQ=,0
791,VPXQbHirl51QRdBFs4kL8NxSRkkFNjLlKHZwc5wSMiWSUw3LSH/VoSTaRxGpKZOPFMMHVMlD8fRC,Itaú Unibanco,0KtxMZXC9Z4O4ce2/vLRbzzgu4ktTcwdy+p5THPWwH/7mt3M,4zJDjWdRVVPSdjTCZ9ZBoQWr8lIqE4ULNwEWJDHH+4CMDA==,0fomUt/46d5rUfhBMRePXc6aiw3gXQzpb+OW5lMl0vdzhQ==,354,x2HcqNjLmAGHo5TjVm77TKPzrWwmV10QjRVX1gT+4dXXT9W0h3SkupAT5t4bO6RZXeKZE6SYgH+U+GSmkmM235oSk1s=,0
792,VjVtykAb4ZJXQM7mM9YwweebCl8bjdJgz9nmyNQBN4ToSFJOTffhICp2W4ztQg==,Itaú Unibanco,P5NgMG1s0qDmzG6z2f/IlCPz05iGYKrt+sHmKku37bahoi7t,oGYEoxXuyzkx1x1SMX5p19B3hOE9G/d9vDrmfo4t8/CwAA==,vZ33cYyzKnpBig4UiLPyTcC5A86C5mV0GwodHu8NppuY8Q==,761,tknoEJolksSZFtwMSNK5wz+8v8omyYpXbmwfqRrdrXATljbY7K04+OgDHRUGTX8Q7BIrx1GVEPkQP95nmCCi3lMMJoE=,1
793,DJeeOKA4TyBdEBc3A0dR40TFQEbZ8tKr7YdKxLhmU2CA5zqaKRpDx9kjlkI=,Itaú Unibanco,oTLRhMSA71uc324V8y2gmnpFfoVy9LvRUV/Pq1I6UM9klZhF,azuGXCM0jT1YSeGBVgLs+puEq6XrCDcZMgY6A2240IMIYg==,O/PHyS2uyhtOC3RqBXUJB4sO2CeXIiXIrGwDFBqor4SW2w==,228,OPEUUG+hE9IhFXoIGd2D4aF+DGULgGm6FDByvtHhBOfPZiSEr+9vg04KsxfJxAz1sNZixwAlcza+H5OSs3XfVxHMudA=,1
794,TW+ZbIOxZqh5cjqyg4sABkRdT4lumDxqqdPUsdFMMYPswf/vrYtnni72wzPgKSBmn4I=,Itaú Unibanco,Y06T+naz5ZFTAaMSRRGmDGO9AKy2W2BqrSxTlkbU8OzeR/Tv,qjdEvojbhYamD4klf2vcAX4P9Amj/WhuBBLjHbP113QCDA==,CbgJghFfn0/mIpq+94RKzQMe+zWvHKhUxYSHMU2IY21xPg==,668,M3lkgxzNx3EbHU+D9cMEw9efAgJZpC/inyfzl7okZrzxWuL3znkYdIkCUq2AaTLYzo212dvJ1hs3njovl2Y5xP6HDjE=,1
795,5k8WeUEqWB9DfIC9hnHKUOQrj9IXxDNFD/DjLG4S6QRyZ/ii+6J6nLd8jBCV,Itaú Unibanco,nkhY8OfZrP6kAmtyyL8+NVwgTSnNAP0wNAdHogTng/JU4sdT,BPypbCJLKlTV6/eg9+Pkq+g3Cdq00W/74RJ4UTKTLTjmEw==,hUbC+JM2ESliRKa1pZrhz9pUNR25JFYm4TWYAzwJraLKbg==,869,179B0XUWwJFLvN/gRetO+qUvS6cFXMRfPXkVV2HFZ6OediC5qK4eksBAHuigya3wo/ExgGUD1sBzRimgrMDzX+j2QwQ=,1
796,RNych1dB/EDNFuTwCZb0bk9BDf7AZdE3Nb/PvKn+td4kQzrtXxQ1TNXhc01gNv1J6K0w9Ts=,Itaú Unibanco,D8AmDJwd4GyM/UDRCaG/8/VSB5ZTV4smK/BnTtke2D0O//rC,K1xtqvIClbfGPupg5LppLK9yRz+NPddi81TiUYp7j9hkcg==,5m4dTVzNLPI7b1Zbj9nLmk7hMSPD+g+pIQoRy9L2w18OBQ==,314,VpdliA7t/680WgBdPN5i04VvE/NHOg/ajhJ4/CefSjSV73pvD14Jhz4loWR9I0FulrpOgsEGe+mP2VGxmWFxi3A2NuY=,1
797,u6TjhnGnHHdf1JODmhyFUzS9q7JKLOsPfNfYorzjlWsW1SBMX5dWpe4bF1l/FTZoCyh6,Itaú Unibanco,ifku3XCxtc97R9pUx1vtlWdAM7470WcjEpJs7nvscBPN6uEn,ds0n2D12Oxts2zm/el7q21R67GQBzFDLyEIRxWERRB41+Q==,xSYzmpPG+84asaoNFLPha7iZVOV3m5CODMGQcKWIXLGl/Q==,165,0KzDt04shw7zSHdw2HCYwquYZQlfkBwgMVdujbMVjN3V2rOcAv0OqiypP2o8MYWPbH+XXvk6aRB/M9cyzclsySzDHBg=,1
798,pCR8+uyuzAypl59xIt3iusVti4QywFl7GxkwVX6jB7AMdPXWo7ubiu1aeYlzazjWTP4=,Itaú Unibanco,LyfJLexHiMKgenUGq3cr/DVudezGeldqziutUKPOcxz7jp+i,4hfZef0ZT+j6C+96jr4zU/px9U071qQxYwQXwGm86jI7RA==,0YePN+wG9FcnKETqHnMki6hP95ceaENmAYR3NnUpThnWJw==,150,BKrCrL/0sqjSSeLzYoS6vlg/0GWhi3+iLa3xW+uEZCJ0VGZ+jegHkgVnZkOXbk9cNIFOPqZMMTeEBYlfSpRkRkqUoY0=,1
799,2+UgbCz58uurJxFCm3qXyB9rjZ3B29mH8tdhWfkpDynM1GDwboYxDY1JnfU=,Itaú Unibanco,2TIsvYXM5kOskromp6/+jLjf9Mi86YB73dsBLXMUcPUh31Of,oWjXFn4B35RzMD7GyaK3E0t/E+2KZ4JwYJ8mBXPUxJk4zQ==,uBhoi+5PcgXyEAV2WIucerW4RYV8audnumwE8ZKPCjDnJw==,940,JKyBbIwuscpiqkOdJRjlGLDvLe4N3qg2zWpXB9hD+VWJUIV4tfzJNIP53TeZJ5MAXl+jCgwfz3Ld6R6aGOqJc74c4v0=,1
800,iZFFdqpX9qDxqVQ9vN22o3K0TiLW4ZWjC0Jy3BpcXvtbhrgDXLotXU3euo/j,Itaú Unibanco,ZOOiVGrgMRL7349HFMEWA6FRoGmcJXXMxzlqtrybYJhAlS3U,NAeGOV0SK73Cq9aoEFhNkgybZQtC0lAFhfWIhwoxxgRKgw==,Yb7sGQhSDWGbEvrNOdwV+JSgNqixz8Nr0tq3BvILH8FXXQ==,071,0DinesoplNYAgyQ4kCJ7Hu/Y8Y6OrdhITW2N7P4KFZhdSY5pTj9xxCwlh8+LII8gy0Wy7zct30i1NajeC2wteEAcHkc=,1
801,rTX9bcLW+OkJ00+CY0OnfF5GtpaZYoNgWL7nxUKex+TUK8dNSJd3oUOZVQ+JMLI=,Itaú Unibanco,W5UTZReb19nbSq/KCRmMiUpqlJVpfmDuPQVsEHxuXB4SRFbo,TF8dVTiCVw7wiESBswFz+71/Gxn+II4qeqYvd5YSFJhj+A==,viI9j8AICM4D856kpEaZ2uDUAYZ1KJxVC7QHuaW6+VWctg==,277,W8Mu+07ztG4FkWXA77S/pQE3GFdcMAW5N/Zui1Of49I08S2jDiu0lIEuPuJLZi3RFfTkLIjaAAuNzZqlF3hJt/CO0ZM=,0
802,aJbEhJPdoOPh+qjbSxTYL/O+ULVVKAxjGvgIvik50QNKbh3qDCDytMyoVmb3PG95Z42Zolo=,Itaú Unibanco,yzMiIRXFTtCsDCz5hWY5DQpUSfSpOq7M06gLRiZ3Jg3I1hjm,Yy4tIMa9am/9uNmKrHOnFGTJmzcEDUhaQ6qcmkSboPz1kg==,hZvhaAz2gXB+ENRjTDjG+4pp9Y/kCdAE/mRUj/Oa16aG8A==,158,jotbDI3TKIrcZMktp3+RoumbTSiXPn8lJK0dAZhDlIjWMbUVfqXJlWbr2WGpkGf1PYOVeRPlj1M1gjSVRDJyPDNtO6E=,1
803,Ap0X92RUFvfnpcgK+n3bKtX+F+/E3yQqUvR6rVFN19P7AXwQ/cSvM53AcR+O+K/dd6KUKjc=,Itaú Unibanco,VHtRwsMx/+Npum0J/C71j7qa+6u7c39ttvvfLki+yVsCNz86,2BtrZvWswjQA0BPNPe5aSNJPyCCuLMg2fOrs0ueScbazeA==,W5sJE04REFukC9v/drxlEGnjpUEivu43GM/1PNVfVzRtQA==,0520,EuvUUnlVV374J52iD2EBOfSwUSafoZtYHmDE4gHBsd7XSlwLsGul14rCksD8zPwxzcK7Whxtqytdx/abX1XUer76eF8=,1
804,0rO71zkk2n09YLDw6f9Luija3ARJTJqFgtA7bFEagB2o24y/JaHUk1DSFh/9YxLYZu4=,Itaú Unibanco,cRenfatypSIdxt0Dm3BdvqqeMdxxwhT2xXx357cRU00+osQw,RtTbwMM8Wb2m3/MNlpXUAcCWaGUivCyLniejbHaQobqocw==,sieeh2x5PqgjuYyTvqn4Z+NNAEYC3XWjHUj42BQHAvMnPA==,336,zZMNqLMVEqFkz5J+xCruUStiy+DlqeiYOYI2lsOclrpXmESfKA9pNYG/uxEpKUx0clBQGcxIWMSzdXu8K3LGeIsZYlQ=,1
805,IbaQm5lCN+ygPOVO2FE/dAu1z6o50zSiBUEOdpLd3xJde9fRcH3LoOGBIqdQR60swTB/mA==,Itaú Unibanco,o+9rS71zrRJLJhotS7c0beNK+J6NYUdnLwItepKZWuDliXxU,kf4kn9kQ1JN6zgXk/E30d55MCFLyQtM0IwRnfSMpvxOFHg==,csl6aagTgvYf6x+fqsGzMNJ5JaxPUDzX4nWeCQDFyNJFUQ==,566,Cr/RJFqEUEFE0nyVTH8oNUrUfZj0RLvWaggND+3vYF0TWYvttTmsNRQUrpnV7mCGrpfoxzY6fQc9EsGiyGCFFwt9NdU=,0
806,p6HlkbIsWnD/d8PUMO84qeLTsA2wivvBSnvP/9tBFsLfk+jyKpKLtCSZbELVLEVgwg==,Itaú Unibanco,2W59oZmPRrAlQP1GpmWCMUNRC5pniGWHzovPlpizxgYBoRq9,JstTaXqyX0NqhqKqys4fWd5iJ8w0kc0fqBju8OnhChjXog==,n1kP6paUn9uMh9iv4Ug/bt37GyWNNv34ILIUjqEzUlbvew==,745,MGel3nXQcelyuECSPWSCLuJnMMUX93G1G7LZkja5UGccIP7gzzddS9g5SnCqGDtcEsn37SPk+z1XAUJvVXt5kGCGxgM=,0
807,pBBNM7t3eB68tjKzg5M+6CYevIINnxLS1i5Eno1+K3aYh/Q0h4fuYe9ga6ibepL7jjI=,Itaú Unibanco,rZrnqAriUinCHs24BjCmcQqnUr8gQuVyJFSSIy4xG6eriMrH,+6A4RU1TDNNud9aMCisCi/9I00cE0wgGCXVg0pBjezT0zw==,XlYlMqXcAfqhHbY9u1/WbVouP9DZy9joNCvMLcKulRpKoA==,578,khxDzzHXM1ZNNhHvZfSNEHrmwmiy7mvWD3A6gatZ1Nc+Zl347HHF4sMCQqV/dXbm8Yu4cHX4AeMIP2snpdJZfiSYhNI=,0
808,lhZUGJ2WeWWpMfVqnc4pGGQu0nYRoeqLh4lgeB7PSLtZcAXWEfRg/Gva5QoPeu6C6gU=,Itaú Unibanco,6bXGE6/Z+/avM9Awp2QvZEiwRmgAYkyFy4clBsLtl24YZhqD,He/vBdPa3CUQriM+nMhpCONd/Q/QNAfBMHjpdJBCzXOgCw==,+2VxV1Wa9eLg4paW0g4Vl3rVrj5D3QOk3voAyGzTGVB06A==,804,k+ugrjLOQoEDdnNB8Y35qboNba24Rxo3H1sqGl+BLVlSES6YeZ77CMCGX+IWIyhXRJhpsiCDU/HZ6VVZMq5yfaV8lUA=,0
809,uVRdn/Z44gcpD6I8YKw1Tmzp2NG11Q0I1/f6EkLYc5dLu6BloHbj9wzmi0WMTiZdZbsowQ==,Itaú Unibanco,XdF5FEq+s/oyobG27wXz8TgEXZiEeJY/qNaXsYGVoWl2uoVp,IxZLoZ5ohAHRus4e1wTRRYsXr0MU1i+LMGX6TeLHyy2ZZg==,OCcRO53gzZ3Eh8/7KhQEnrPTZEtsMAMGFsedHneL0OrkEg==,274,WnxIj9BUi/h0vBR1cDC1dlrqcsO6tcYkSkph8oySOq00o3Ws4wBlOFRSB28U91+TfdDRrxVwjMawDjWInaSD1zqRdOw=,0
810,T5/uC8ASK+bKyI17J0D0VGEsV1/SBP2IF4ZBFm2VUCVjhgLkFvUx3xcDqWTIqZ8=,Itaú Unibanco,eB/ingL/g46UPATBWTJEys80vXbDOEsF5kd+dGkF59qpjnPL,dnQ4RqPFukuGxr/zr7vn1s50ZQgTc30JNv77iD0Fq9Pzyg==,oGIwSgOHde9RsCGcGU4d6is5P/SR8HvcYJu21ge6GKL/AA==,540,1FoPRCon4+tkntLJs5As//FmayKXY77CJ7qhQnR8SbhWdbbn5SGIY8+t5l8xzrXM5+M2fTnvDksO+3ee5JS/D7K6LKI=,1
811,7B+bXSMqYHR/qEGJvi3yiT1HXAD7d/ywfTRyikkwbVigsvzjACmQuf5HCp35Fg==,Itaú Unibanco,gGkZSwpyS+DwdPnntnCTgjURKNivSxSt1eYuJPxoxA3Mcll7,4YszcFbArLxiCfBKeO4MOaQypBg7LORSujWcvsCoFkdlxA==,PaVelo+z94pnO/ROIYiQPvvaf4d2SiTZcXWsdCbe6/Ni8A==,159,h9mVKSd8Ne7tzZLMXKwdSoVNB7aagv52mxduO9UCl/64MpgynhTp5/2DmCRguyvwOFtJczhDkWyP5rSQOOxarCTUBng=,1
812,pW2X8UD8P7EykxFpnGEOUc9BX5qJUo9g2+oz8lUyK4fu9g7B2T0kdEticJ28JnzTGCA=,Itaú Unibanco,0v/n4YKuMGUzzkVCC2aO+4Yce1plTPfQ2OXtaEkIWmHpbS4O,jh/oofbnk1fonNz9XmuCc3kZdRTzcJU8EHbdll3KZsVddw==,2JHYyQ6fg4cjix7bXC1qdoDpOy6OKOcC9lhNj+CFbRlhdw==,865,y+ZjGQZvw+lwUy/wb3qpgIqioNNprZnoy3WorfSDlF3WDP5qLXUgCdp0wUp0yJh8aqikp/sZXd/z6pYrTAV8hycVu2U=,1
813,7LrU09oSGWJu0K7aR8Cj0dEJ2sMroNpQe1RQH03ifYu7j07jhssOfonnz7TNBjtfYpLlt85q,Itaú Unibanco,+WMPbfiwOnaxufNehcgJ+6U9SJ+Ltu2MpEP2l7Ht3ZwTX70p,OzFuS1ax8Y4pwO7lFyPnlugExx6Kc2/cQyoQz4+PFV/xqw==,oAVfK+ugF7UH5prbAN6iqGJ1H/sldlzL5WeGyPzawd8Y7Q==,973,PHBKfAeAgA91DdYkvjKQqBjPSr6vhWemZQVjdrRxlXGhNtihZBNxctzXHil8iFeA8N42etZJpC474LMLnx0dz/6F7J8=,1
814,gZZeIai0DwnhOvYONyqdtAarYJpM0kbvLQyW7seNklJLF01CI+lQpfzsy2++N5zG2b8J+ps=,Itaú Unibanco,O8OxKrepnH5fNM6tupSc3JdGTkvkb+l4khcJfKToJPfWgYIC,Ihs6xDdVd+z3nG4dEyP+TJsAjCmC2TPNtyiQ4UHxEgtC+g==,RSXnyC5pa68cGima2l1T9t48c9Yyk4L+o7XDFS9lZ9phGw==,689,0xdlhIFQSiMIKNqkJo7sPwM+o1hrlQXxIxjUwO3LK5F4tHLV1n71IZnTpxfwPNQHni96gXTZ6kuFA57SrNKkT8mnLEI=,0
815,bNEM0Gcar/CpMRKzWmlXbmgNi9golfG1Fd7VSPh+tpVkoX/4PK65+FJIWuSig6mN6sEp,Itaú Unibanco,5NJ/cMui74ZdLTOWWRu7U17JIyhdwO/OVR/EOv2b0vdQ0ANx,eLEqAWi+VWQVY8lSVUxoj8D/4oEp4VrGR11OvGdb8+DAXw==,21U80yWygYGE9PxYDmyfL+D6ZvTLRTfe1jN+cG82n+lj+A==,3529,IBTyF927QgKU068/IKeJRf5CstruiUCl9ga43xNZ3Y87elpx7lR27dfz4n0JOMSYv7TkJxM11lwJJtD9ByErx2NDOWI=,1
816,0K+qO3l/3C6y3MHCJbjynxWYbLi8+06PsNwhqRc2DFPMujgY5Ym0KYW8SvQ=,Itaú Unibanco,cGygOEz6oE63JosVwDhlDhONtaCWXlyVZxamyPVJc3iSh52g,4nxRRk76oFog3x01QX6ipGLv/zdRnNoadlZD9eNuIW+Qlw==,E58U9/uTBSCgo1vziIyrbc1XhFW6wkNN0KEDJu8Ujq8jng==,346,PMibF3Y0Z1fE41Fc8RKD1lAReHmyE3ORbyFcMPYcOTJBHJnYn3tbZr9UnZx3mjO+DQdNuuN24mDMjOl6/N++U5RuA6Q=,1
817,Ax2peqRbU834LSFVCHzjU/Ro4xhu/bHMDwzidpZlVKImmnSs7PoqU03h,Itaú Unibanco,PhhuHWle1tzGN+cMTlM9ukSPxGdOJnbugNmIusuzclTdL80B,t4dWwIguXTFqiJj5OTXPoyYriWh1zmUdOYGtDtfvzyrksQ==,ZTSShX7lKtap2hJA7Pb+SHHrbtAfOtt7DudHmNQxETtFuQ==,112,1q05HPcrlZMIqZY+xctXNfDTgcosy31hpvM2L9/b0WnxIJUYhU6XxvjmT9mJFmmAgyNmPHlI8rKhrFv1jBTJE/ZTvYQ=,1
818,iV3hxpvn8/lWP6vcKVC6teQlpoFL6DUzDrPbADvaopJNQP5Z1/a1vE38bA8=,Itaú Unibanco,jqZLIEP039SPE7MEoWOjhVE/enFc6y2NZ2n8iLysX5LVNzI+,OLJ2dNpKL5FT2Qo26tYtW16jM1TPS+NFXam8QiSRnuIrXA==,mJ0d0be+GQECxk8ippuZFhIy5hIHcyE2nZt0IqD/5G4mOQ==,765,5Uyv49si2ydX9ffmipcVWBqYhglBbXM5z5IowssmmoDI6m7mucSpKNjXWaCyp/l3IMtNIdiZ8e5tfZ9mhGtwRX3qCUM=,0
819,OfGOfGYI8Ff2DDL5eS8R+lLSVwRbRCDHhxlly1TPf/w53jHagJ42fppeK2NhfA==,Itaú Unibanco,GWP6cG5+HoW4mKfZMQ1nyaPT7qn1cFUAUCOHCtx/gzzjrJTA,QEEiHjuK217s+Lxetan/IJhssQILXEYIL7B6sFzns+4/cg==,HjJ8eIZCCYE2yjDntfMU2kluz1A0KwN3hxIycyUfSyIn4A==,788,Ewim5EOzFcBUrgFJC+U/CG01AGZ5AC81Hts0DBUM28oXxioOu/b2mxbXCw//d5oG+wHUMSUKCuMtRco2gpt92E+cwBY=,1
820,VR9y2Vb0DGqwJBuP9Yk2inWFA6RqsCSb4wOQXo7pdyL/g1CKx/ORUqq8Cw0o,Itaú Unibanco,5dAopJpOy9S+T6a4jPPyz1tgfyut1csCv0T/yK05Q6dyhhaU,0n4c0rbhguIuP1ulEFAPdTk7TyajRpSYSXgrKbg3Xgq2zg==,6icTceaDKPTCMcRrdpjsh+hjM2owDzSs6Ad9zRPnF48GCQ==,9639,yU6puLVK4QZjUWZRzr9Afn5C4C0TxI5TJkR5IAVXirCBu6pPw4jpgg7oW5hgyiTCTLYqQrqvJRUJgHO4w7+tJrRg4YQ=,1
821,CTUYm95Bj6QlFBfOpV+J3v4DOMM4gR1rqkL45ZOra9gM8qUdMN6CpvSgUQ==,Itaú Unibanco,tp5OEe8iNn0bMxDy2dP7fv1oSepknlw5NmZs+IhTvl1Cl+9L,ktpV/ZGb0JVnxMPZp45DoV2BMNDT+k0zisiaHtB+zSVgGQ==,SHtbxbex754ncuO1ietuTsPX9/RjJwEQzKKBgNGdzyhaSw==,789,0hqLQVoPXzwQo4n43TZ0V8xMViUX4M1Z2HAfZGysGudHGJ6Fyu+iGqd71UquWZDi7OE0OLm+ZFrYorO3My5gnb0gqQc=,0
822,WXoVGR8LpbFXlzNBt6ny2XttAzW0XWdxzBZcyYNubRLBrq8Q+2V6V5SR1w7SBnhjpg==,Itaú Unibanco,XtLWA8Bwe+PgcFHhi/MOoWSOZuk4g7QNbAfdNMW6FBHTd0St,uEmDyjUDS1BzZMxgRUv+DKTIiboDzcfhqp+WLbWtrSS6qA==,cyQpVX1MEIYpNh5CpE0w/Q7cuTH7ZyX2SFcNsS+DxrraFg==,322,4DoIYWVKx/i9/CeIMBpf7OrPm9nemXKi8Se7DSJkXYzWDA/Po+LehzJWykuGU215wSqJtCIoJZEDqcz7ug6RG4faUu0=,1
823,6TykBheLGZYzNvoUUO/y1ynVuJ/XD3+pkOgKA8dnoM7Hi3CHb1kviHESYg==,Itaú Unibanco,gjKQ71Ko7e2hyvLz6pIZJHL8M59/4nxsgo9qNOiYu4hRcMdJ,IstOCAH6Dn53N2m8JvaaE9SHf1Q9uV8w/kBqRG8uPFp0hA==,9TBrj/QUh9ev8sQGudk076PuiQ/ugSi+TwsCt7kiYUL8zA==,954,CrtzuQIa+bm6TYY8UyttOy3LFY2w5U4r9hrLH3p+kTUKzAuSf7PlcbaE41R5Tk10PjcuEKydWVv6OHeBMWuEdx6981Q=,0
824,+1EXqlZ4kBdkqz8zuJp4EVZcBPReiBOlLdC1HffvHv/MzMXdzXIXiLqmlLefwQ==,Itaú Unibanco,tbviVJJsfYmRyAoznMPgY9rfIqgAX58xny2qCu9Uv0QuvG0+,NW9sGnRr8ar6W2+1H1BPHnKdBa0+V3G1UdUoRHSidbE96w==,ohD42/KpZ5lTMvqOeNBUC0LGGBUd7R9gBJad84Jx9urPZw==,613,4kDIyBIuddPeX5/3apohG747BCNYwvjRn2EN2tHTQiunw0RamYkCkUKy1PCQNiNzDTdHlsuZfOTLjlMgZM5mKbxn1ys=,1
825,KFrbwj8Z1Mha3pn3YyLqLMHIpsOdXR20aRZxVQEqgq+l9CWrjoHYl96omD96AH3G,Itaú Unibanco,IAOGltMhO4yr81AskRvtl4gKZqNzf7QBs3dHq2Pj+jTseAP4,M+bR2ekFNYJWEH5O6XwlAfmOegHyxAUEicQIpnDD5jgmMQ==,v+iSyBtbO57M0nwXTC4H+71vI8/Qr84iYN3yhP0NPix7Bg==,338,UsHPCnc65zSuqnEUhmgF/cbwx+WOYMRFdBW4DUPdu6oFlTHuJlZCIKIvyVv3WUr1Q+s4YBVpQGOdVogHexQN2S1Eue8=,0
826,hHrGO7p1eM48FC4kl/YTNASDYI1U/7Dfp4rXSgtNxmroIcelvdcj8WQj0Ts2,Itaú Unibanco,cXs6wUluupz55kegAZOTPTRC50p7pHQkrxqIp2LRKPmLfN5C,xGj5/8tw/kh5iqJfyddnncDqxNpTjEnP6skUo7GwCd+s5w==,FiMyjMzRJn8ORv4gwK6a3PsxhB6WX7B2Iq1p3j0f5j4dKQ==,8846,zQ4aNhjb+GU2DVqhSe+vjjgKiP8kU5+qpIV4Ye6GhkqQ1vpa0ZKK4HnMAwI8UHRoh6HrymWo1qP/vbDf4s3vgAV/edQ=,0
827,06KFk5HJD+N/VWCE2qIkHTlenxljQ+2RhX+1l8/G4P4PhCQ2VSvLf/diI/j/nTIB1g==,Itaú Unibanco,kNEfpnWVZqH6cn6urHsYWS6Ic2tqY+90DhAOKiRCBtMwzkcw,YyknhZN2XbI7hXyIJNZGMZvW2KXp3ShLVrUqsfjPoeqF/w==,HzAkhXAwAP2RaDw/QB4mWhun2Graj0bTRPpQ/p+wmQX72A==,450,VDjNXkSlzU7iTjJqnT/i4Gf00zmYm3MSyj9rsU0aIv1JfNibhDGgzG83/AmmWm2B6i1BI8Nerj9W4amb+2ufZpHpqt0=,1
828,mFAnx6XfTAigvoEnKr1gdor7B+RQr5SX6qrLLToYAvGkwtyWiarkjcgqjD52jJUUffQSAKD9hXw=,Itaú Unibanco,LPIws6XoIy46AfTYNZG9c+eMdGnglwf1EfnzR8s8RGTwQJCH,kuYZQExea/vV/cmdeM6o+DxbEkDt9ZZwIWm4y1nRhDXooA==,0/5+A3IwUIW90wevmgp/avHakLN8jvgGCRHpUiZJqXRepQ==,339,GRpQxhbj5RgMMp1eIw0fvoJYKH2x9z4denU7ahnLdEZs1bpklE709RvBriUbnbHZRFF7F/R2BDynCLFUKBhahI2wg/w=,1
829,7JyWFOYNdiNMv6w521N+b17uO8prDZrxtbLK0nqssLkHoAkgnnn8bbZjCSNKqtc=,Itaú Unibanco,83wDr8AU1gHbyvKRUp4JJUK9rIPq28ZbZRCsX4b7vXpslhUi,5WC9RhwuMFmKPnl+BQWiztY9Krj6gy23tDxxjxPbqH0k1w==,rJY2QBjrfdscjBtontNIEfe5/ZH9TJgnFJMhicZTu7b0OQ==,945,DjDpEQrUnXEPIzJvT+VSevdXpP/j+NNSdB6kg6pSo0u9lGNAN3vLa01IRzzUEoTRShXjiZX8OQMlKs/l4hgx3YsFzBc=,0
830,PrGej6pKlXq51aDCG1DfH7rB3jKNLVKf0lnTqy9Z978ZhSvq5odcwoxvedc5JUEVzm8C0GwG,Itaú Unibanco,IPgCHZSin//c+Aw5ZKbWoQpx87Y13DKQMgfl+STcWQO6qSqU,COqDQOrzS/I8BOmoEVYd+HEa5bRQxAuVuqUtAM7S23bvcA==,bPssusFfZaJx1azLwTVpxY0PRR0WRIBBU2Rdy0IypPHkcQ==,654,jX3LSXNa3nExhn/KenG0JoNkjH/qwXNTXB1bYWkd5xPyMHztgioqNpoUE+n0ED7zy9AE6aSeOZsDVBRWIwPKBDm+4eo=,1
831,NvO1+57qsCO/prcB7lM5EtR41JY5eAVXLrEYVttbb3Df3uKoF4EDGE8exdL1,Itaú Unibanco,BQ5PsdJPCJToG4qjeHOuajmD6gqcDJ8SbLAi7LhIJ0oR6fj7,bHlacezcuI9oAM+wErc5VdYXROQn3Eh/a+qrVITi3xvZ+w==,nGnDSzjTb11Tx2TX9+/bXbfBQgW6sdJOhGHHlfdzikWvpA==,250,Onw5PH9vazpx7yT2o5SZT6fpQTpKP32DnhhDi7i2NUB21AvT4Esr2J0267thm5hVBq2NlKtWvTFczuafl0A4OqSkk8o=,1
832,IwijoxQrjboadEmZkD6Lp2yx8YHFTlM5csh0MdyydHxP+zRYt+vVeyuCGBnH,Itaú Unibanco,oGEXyMRbYmlp2Vph5Eptt2N6QNObeufwzOIeMsbxFZ/nOhKV,+2aBmEkAPben3GthrV9GahOu0FQheEiA2WIV/zuayNF02w==,WM55o35CyB+ThOIRy3R57rxGfb0yHobu11YiqiMwh312yA==,335,ptWG4SG4D908gjdOTjqCTX7oe1eyleqGnAFYMTR8oEbEy/dcY99DJSVohEFgBp93UPjBc97nVDWSyVEuRyZ4mPTlWpM=,1
833,JPauRHbNqapTlN9E6KmQvKUi8KM2V2fSm4OEtdnrjU2XGnMZCm7NbcaZ,Itaú Unibanco,opt3jY8UjU3qGnYYBrTFohDTUbUXq4rGKezB8NpXsgiTU89o,LLPIuLyv57tJvfnI0NbqSBKdM9DOBTvmtViWAPy6teGJLg==,OrJ58CqL9MBXL1VKoVN7PJAT1PbA27a7u2tmEmTNVY2mAw==,639,DlJ8oHVTTrfrYp5gkI5HJRbKtUyX1MiURI+426S7DbVpxv9A1bJlMgipkqYnJCDwTb2Nv6IxsqnSQMlzHN40gxhoal8=,0
834,vTjYRC16Tuxt9I7Wf+br/pfxX43l7PZau4AE/Pn5r4bWgobwhI30p+HRMHVZ,Itaú Unibanco,YfJ5CJxjuPviP9ggbPtPo2/XUbg07HkqXWE8zoIu+riErFzM,cVuNtwmjT9xJqvJ4tdShYeWnjwgBvdi8oRUVyZIDFD6gKA==,9npIAGx2kRFy73nrWntxKSQ/AjOgByPznnrNVz0Qjp/w6Q==,304,oGBSoNtE5L1XlPzRrshOuPX0zzqcmSKan+Hm0JnQ4bSNfdVdnQWcDmhez+tVtxYp6Ny2qcaq3eg3e4JBhUYlYTkiVWM=,0
